0.996342 0.060389
0.981737 0.180505
0.948975 0.359023
0.890981 0.593972
0.800864 0.882736
0.671970 1.222082
0.497931 1.608168
0.272714 2.036576
-0.009332 2.502334
-0.353433 2.999948
-0.764347 3.523436
-1.246327 4.066365
-1.803079 4.621891
-2.437733 5.182803
-3.152813 5.741567
-3.950207 6.290373
-4.831143 6.821186
-5.796176 7.325798
-6.845163 7.795879
-7.977259 8.223032
-9.190902 8.598850
-10.483818 8.914969
-11.853011 9.163125
-13.294777 9.335212
-14.804708 9.423335
-16.377704 9.419869
-18.007994 9.317510
-19.689153 9.109330
-21.414132 8.788832
-23.175281 8.349995
-24.964388 7.787325
-26.772711 7.095903
-28.591020 6.271425
-30.409641 5.310244
-32.218500 4.209411
-34.007175 2.966702
-35.764948 1.580658
-37.480855 0.050604
-39.143749 -1.623320
-40.742356 -3.440146
-42.265332 -5.398059
-43.701331 -7.494386
-45.039063 -9.725591
-46.267357 -12.087272
-47.375229 -14.574163
-48.351942 -17.180141
-49.187070 -19.898238
-49.870566 -22.720657
-50.392818 -25.638793
-50.744712 -28.643255
-50.917695 -31.723902
-50.903830 -34.869872
-50.695850 -38.069620
-50.287218 -41.310963
-49.672168 -44.581127
-48.845762 -47.866793
-47.803929 -51.154153
-46.543507 -54.428968
-45.062280 -57.676628
-43.359011 -60.882213
-41.433473 -64.030561
-39.286469 -67.106334
-36.919858 -70.094089
-34.336564 -72.978352
-31.540589 -75.743688
-28.537021 -78.374776
-25.332028 -80.856486
-21.932859 -83.173952
-18.347832 -85.312650
-14.586315 -87.258470
-10.658711 -88.997794
-6.576430 -90.517570
-2.351856 -91.805378
2.001684 -92.849510
6.469969 -93.639030
11.037919 -94.163844
15.689657 -94.414764
20.408554 -94.383567
25.177295 -94.063051
29.977939 -93.447088
34.791991 -92.530677
39.600466 -91.309984
44.383968 -89.782384
49.122771 -87.946497
53.796889 -85.802220
58.386170 -83.350749
62.870373 -80.594601
67.229260 -77.537629
71.442680 -74.185027
75.490660 -70.543341
79.353495 -66.620454
83.011837 -62.425590
86.446787 -57.969288
89.639980 -53.263389
92.573679 -48.321005
95.230858 -43.156485
97.595288 -37.785381
99.651621 -32.224397
101.385472 -26.491347
102.783493 -20.605088
103.833450 -14.585470
104.524294 -8.453262
104.846228 -2.230084
104.790766 4.061672
104.350797 10.398918
103.520632 16.757958
102.296053 23.114577
100.674359 29.444132
98.654395 35.721646
96.236588 41.921907
93.422971 48.019570
90.217194 53.989258
86.624544 59.805665
82.651941 65.443664
78.307941 70.878411
73.602725 76.085451
68.548082 81.040827
63.157385 85.721180
57.445564 90.103862
51.429065 94.167031
45.125809 97.889756
38.555140 101.252116
31.737767 104.235294
24.695705 106.821674
17.452197 108.994922
10.031648 110.740080
2.459534 112.043639
-5.237677 112.893621
-13.032625 113.279643
-20.897148 113.192985
-28.802387 112.626650
-36.718895 111.575411
-44.616740 110.035863
-52.465623 108.006459
-60.234993 105.487542
-67.894165 102.481369
-75.412438 98.992129
-82.759224 95.025955
-89.904164 90.590921
-96.817255 85.697040
-103.468974 80.356247
-109.830401 74.582382
-115.873342 68.391153
-121.570450 61.800105
-126.895342 54.828571
-131.822721 47.497622
-136.328484 39.829999
-140.389837 31.850054
-143.985399 23.583667
-147.095304 15.058169
-149.701299 6.302248
-151.786837 -2.654143
-153.337160 -11.779892
-154.339385 -21.042831
-154.782569 -30.409853
-154.657783 -39.847028
-153.958168 -49.319727
-152.678988 -58.792751
-150.817675 -68.230457
-148.373859 -77.596895
-145.349406 -86.855946
-141.748426 -95.971458
-137.577294 -104.907387
-132.844640 -113.627942
-127.561354 -122.097723
-121.740560 -130.281866
-115.397595 -138.146185
-108.549974 -145.657309
-101.217347 -152.782825
-93.421446 -159.491414
-85.186026 -165.752981
-76.536794 -171.538793
-67.501329 -176.821595
-58.109002 -181.575743
-48.390877 -185.777313
-38.379609 -189.404215
-28.109339 -192.436300
-17.615577 -194.855455
-6.935077 -196.645701
3.894290 -197.793270
14.833668 -198.286689
25.843358 -198.116843
36.882961 -197.277039
47.911528 -195.763055
58.887707 -193.573182
69.769905 -190.708259
80.516438 -187.171694
91.085699 -182.969478
101.436308 -178.110190
111.527283 -172.604988
121.318195 -166.467593
130.769333 -159.714264
139.841860 -152.363761
148.497974 -144.437295
156.701059 -135.958474
164.415841 -126.953236
171.608535 -117.449774
178.246988 -107.478446
184.300819 -97.071685
189.741554 -86.263891
194.542748 -75.091322
198.680111 -63.591971
202.131622 -51.805440
204.877628 -39.772800
206.900949 -27.536454
208.186964 -15.139981
208.723690 -2.627988
208.501853 9.954057
207.514951 22.559984
205.759300 35.143096
203.234080 47.656340
199.941359 60.052479
195.886114 72.284276
191.076241 84.304672
185.522545 96.066965
179.238734 107.524990
172.241387 118.633304
164.549916 129.347360
156.186523 139.623688
147.176137 149.420067
137.546343 158.695698
127.327302 167.411372
116.551659 175.529629
105.254443 183.014921
93.472949 189.833759
81.246623 195.954861
68.616928 201.349287
55.627204 205.990568
42.322519 209.854834
28.749519 212.920919
14.956254 215.170466
0.992021 216.588024
-13.092825 217.161128
-27.247040 216.880369
-41.418689 215.739462
-55.555329 213.735288
-69.604203 210.867937
-83.512444 207.140734
-97.227264 202.560249
-110.696162 197.136304
-123.867121 190.881959
-136.688808 183.813492
-149.110774 175.950359
-161.083654 167.315152
-172.559356 157.933533
-183.491260 147.834168
-193.834399 137.048638
-203.545646 125.611344
-212.583890 113.559402
-220.910205 100.932522
-228.488017 87.772880
-235.283258 74.124979
-241.264513 60.035496
-246.403162 45.553128
-250.673507 30.728422
-254.052892 15.613598
-256.521812 0.262367
-258.064009 -15.270260
-258.666561 -30.928171
-258.319951 -46.654351
-257.018134 -62.391097
-254.758582 -78.080221
-251.542322 -93.663273
-247.373958 -109.081753
-242.261679 -124.277333
-236.217257 -139.192079
-229.256031 -153.768666
-221.396870 -167.950604
-212.662133 -181.682455
-203.077608 -194.910044
-192.672443 -207.580677
-181.479056 -219.643348
-169.533043 -231.048941
-156.873065 -241.750431
-143.540723 -251.703071
-129.580424 -260.864582
-115.039239 -269.195322
-99.966737 -276.658462
-84.414826 -283.220136
-68.437566 -288.849594
-52.090991 -293.519335
-35.432905 -297.205239
-18.522682 -299.886675
-1.421051 -301.546606
15.810115 -302.171675
33.108032 -301.752284
50.409226 -300.282654
67.649771 -297.760874
84.765523 -294.188930
101.692358 -289.572732
118.366413 -283.922113
134.724329 -277.250820
150.703486 -269.576491
166.242248 -260.920610
181.280195 -251.308462
195.758361 -240.769052
209.619464 -229.335031
222.808128 -217.042595
235.271106 -203.931371
246.957491 -190.044294
257.818924 -175.427469
267.809789 -160.130016
276.887403 -144.203911
285.012193 -127.703807
292.147867 -110.686847
298.261566 -93.212470
303.324016 -75.342202
307.309652 -57.139436
310.196744 -38.669216
311.967498 -19.997996
312.608154 -1.193406
312.109053 17.675994
310.464710 36.540966
307.673853 55.331845
303.739457 73.978797
298.668760 92.412081
292.473262 110.562306
285.168711 128.360695
276.775065 145.739343
267.316451 162.631478
256.821096 178.971715
245.321248 194.696309
232.853080 209.743402
219.456583 224.053268
205.175434 237.568545
190.056863 250.234464
174.151490 261.999073
157.513167 272.813439
140.198787 282.631859
122.268097 291.412041
103.783491 299.115286
84.809792 305.706655
65.414026 311.155117
45.665188 315.433693
25.633990 318.519577
5.392616 320.394246
-14.985542 321.043556
-35.426151 320.457818
-55.854207 318.631863
-76.194310 315.565085
-96.370941 311.261472
-116.308746 305.729616
-135.932812 298.982709
-155.168956 291.038521
-173.943996 281.919357
-192.186035 271.652007
-209.824735 260.267663
-226.791587 247.801835
-243.020175 234.294243
-258.446435 219.788688
-273.008910 204.332920
-286.648988 187.978474
-299.311141 170.780510
-310.943144 152.797618
-321.496291 134.091627
-330.925595 114.727390
-339.189975 94.772561
